,nama_tempat,rating,jumlah_ulasan,alamat,link,thumbnail,kategori
46,Bukit Sipatungan,4.5,27,"CQGV+X8C, Sabulan, Kec. Sitio-Tio, Kabupaten Samosir, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJj2NEHyAhLjARQOY0xQotw-A,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBYLKlHZF8uGRHwF5w5i6NNkp_6gMwdH5zxjNjnvv5CW0_rbc1eDnCxaNftsNstR6Tc9uCXe_x6qTeWZjqJNWQmUKLTTVgxJeN7xxrQ6tkPTQ4oBnIA1osHCIkKWkJDZOXXOGpFA=w163-h92-k-no,Wisata Alam
47,Danau Aek Natonang,4.4,288,"HV7M+FC2, Aek Natonang, Tanjungan, Simanindo, Samosir Regency, North Sumatra 22395, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJQzushEvmMTARCP9p_Xs6SR0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqr7Dm83P7Fqsw_dY56ZLJriHlLEezUZDClJQnFr8f-oTn95JgJzud946-QOnKE0IO3JZMIZoSHbp8P09euzbLHjwYWYSeTjgZpHygAbqu6x04-zih1M_Za0NZUmHUv6kd-Ue0d=w122-h92-k-no,Wisata Alam
48,Wisata Alam Tunggul Naga,4.6,13,"2568+3JX, Unnamed Road, Silulu, Kec. Gn. Malela, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJBzrkgs-BMTARg32TkVnNzUk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNlxDkY-V2vFa7V8efx9t0pzXfwpj-Lq50X7eg-9w_I5eFVlFuS5H9Loal2FBGDaRfz74TbZB_ZEiYYOtc-9dq_7AHQvT8NIS-owOHFo10hBEhk8HSQBMtLeq3kVUNP39beAxQcg=w122-h92-k-no,Wisata Alam
49,Rekreasi Lau Penda,4.2,251,"FH44+2M8, Kwala Lau Bicik, Kutalimbaru, Tiang Layar, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20354, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJV1Oonj8hMTARWjP8HbH0jfU,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxj9_3rrFArB0j099mGgVZ8MqWp2RA1rQ2RIyNzjqYrMYWbr3hfZP8YoNljHhccwLMzXnKaS9TxYiNpyYy-CuOopzZ_XI4m2QQcGmpL2K8ttPdYFBTHdZveo_ss0oUm-TboYetCg=w122-h92-k-no,Wisata Alam
50,Ekowisata Mangrove Sicanang,4,417,"QM52+7QR, Jl. Pulau Sicanang, Belawan Pulau Sicanang, Medan Kota Belawan, Kota Medan, Sumatera Utara 20414, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJUYZBrXPSNjAR85zIt-6Bu7c,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTB0qIjdQIt46Y5hMEZTqcX5XxjFpRO_8oQDl_3V-Qxwlfc14Sp3Iwqzuw2xt9MI4qTBVco4Uq-4Hd2FFMCy19O2v3bnn9bGCY9aqTQD1zncFrVxJxc7TuRjMtPWAxWew_nWo=w80-h106-k-no,Wisata Alam
51,Puncak Merga Silima,4.5,347,"8G29+V57, Suka Makmur, Kec. Kutalimbaru, Kabupaten Deli Serdang, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJFwyF4tUfMTARsbv284Rg-OE,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-aOAgCQkSNYSKBhQG8O5f9okBEW0piGfIaXaUMLzAXN7hG2R-i-bjS49YKkmEc6NfiZLiAH8UknAe7cXbEkb8k31w-M_vDLAXZGZMeMuPe_4fjPsr52P8Hlb4VjB4B77LSrIrZQ=w122-h92-k-no,Wisata Alam
52,Wisata Alam Pantai Geger,4.2,55,"WVV5+2V5, Jl. Raya Kp. Dalam - Tj. Siram, Lingga Tiga, Kec. Bilah Hulu, Kab. Labuhanbatu, Sumatera Utara 21451, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJI9rV3U-pLTARyybgUn0gy0g,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq1PUMR2RCdXgS_pPA3m23_9GAak3QGThyf4qY7-9P6g7RnhFym9Cm8AoVB-w9ZxcwygGM6e7HJMKSLfldls0showjWQNUUtIBEy2CfBPl5BO0czYwTDCUThCatVysPWH7rFpq3=w163-h92-k-no,Wisata Alam
53,WISATA ALAM BEDENG 7,4.1,216,"JF35+H9V, Marjanji Aceh, Kec. Aek Songsongan, Kabupaten Asahan, Sumatera Utara 21274, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ61H9NiASMjARLxsfMF6jgS4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrAZUIcGvic86mK_OUmz2Op5tbva1QYhZtUs_Ag2Nugot1B9ZGEfEd-1v-K6pHMcS1SMC1Q-QjT6QU98xsW38MuOM72Ny66oQjr4uuMWhYna41ClqeFhusbBO6-NDM_S0iwWj2b8g=w138-h92-k-no,Wisata Alam
54,Pemandian Alam Gantang Rani,4.3,394,"Rumah Sumbul, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJAQ9B6d4YMTARZlPMy4DvG_w,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqr5K_x40Mzig7mvjDTYYZK_jxKLPeU4VkTjt-eVdBUdV1VMsIxCj4bFpxXspsJg-T8zVG9_0UUwS_YO87AOw2BoKXTcvozhCWbJsp1uWNIcurbp01nLh34UB9s1fFyMCf3uk8y=w163-h92-k-no,Wisata Alam
55,Pemandian Alam Tirta Sayum Sabah,4.4,303,"9J43+893, Bengkurung, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJG87Lc-4YMTARKRfp_cib-FY,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np1EsRgjEnx9FjFjiMrfjIsHmubRjWwVthKzULIoKWpRVkx-G3snHUwmDFDke0HUsvSza6FA5ZfvVycG44gRhkmDYwjMLpa-UmSYQsfZ5peHyD-HD6xwAyjQZIGX56T5anKUnhV=w122-h92-k-no,Wisata Alam
56,Pemandian kampung gunung,4.5,31,"572X+H6, Bandar Rakyat, Kec. Bandar, Kabupaten Simalungun, Sumatera Utara 21184, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJefgJgQrRMzARQlyPIugleRQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGx4bakispZfK87KBEEliRPjoETzjoYtBccfeGbdx27oh9FTt6o5xRQlIwS9I8BzPIufrx9nHtMmQ-EBdSBy8dodRGv5rkOIlsebU0ruuiDrtdEXdn0x7-axyOX0EgvUx1ZBzc=w163-h92-k-no,Wisata Alam
57,Wisata Alam Mangrove Desa Silo Baru,4.4,62,"4Q5R+35J, Silo Baru, Kec. Silau Laut, Kabupaten Asahan, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ4SSHJFKtMzAR5fGVbo1E4oQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npgH7dASQYt9HXmt01vWaQJlI7tXRxuOdfAhKQXHYn6txOxV9t19mw9578bmWuSqU6zCjgtoLUj4VpIVKFZhYLKYxJcDJ7fLXsT9y6xyJdCiXGA-JIrRSsZpCfQpXauoek_-cTU=w80-h106-k-no,Wisata Alam
58,Posko Air Terjun Satu Hati (Tibrena),4.4,782,"7H82+44F, Unnamed Road, Martelu, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJN75UnGAcMTARartssreWHe0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWkygiEPCFfS8EPVt_397iBVDPoipFwPO4L2cvQlEcJg1TQN6qKQ0wfbc9SDTl2cOKwZTW2Xvg1kkPNZgvmm8-i59G2o0ZA6UcMw9wKKyZfQqJzK5uCY21G_JBBi_HLZywdn3rjw=w122-h92-k-no,Wisata Alam
59,Penatapan Pamah Simelir,4.5,951,"79PJ+Q6R, Telagah, Kec. Sei Bingai, Kabupaten Langkat, Sumatera Utara 20773, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJya33jBPkMDARBgDCrn4_fg0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlfsLDVc7aguoaESR7Tr_H8BoEABTJyHHtukB1T1NRqWDqEuqeiHYeI6StjFnO0JNwpelauxM6kVhGgC6cH1nMRDYgLia4hmgaScxbj-2kbeNlo_igmxLG2g3Q1xCnIFVezN_-fw=w121-h92-k-no,Wisata Alam
60,Wisata Alam Tunggul Naga,4.6,13,"2568+3JX, Unnamed Road, Silulu, Kec. Gn. Malela, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJBzrkgs-BMTARg32TkVnNzUk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNlxDkY-V2vFa7V8efx9t0pzXfwpj-Lq50X7eg-9w_I5eFVlFuS5H9Loal2FBGDaRfz74TbZB_ZEiYYOtc-9dq_7AHQvT8NIS-owOHFo10hBEhk8HSQBMtLeq3kVUNP39beAxQcg=w122-h92-k-no,Wisata Alam
61,Bukit Doa,4.4,645,"8X7J+W4F, Huta Ginjang, Muara, North Tapanuli Regency, North Sumatra 22476, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ4-LnMB0bLjAR3ehOfK4dnpg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqEWtVOk3kqsXbYkde-8vi9FGFKll3ecBuWgZ3cG9QGAKwfBEiSlADLhweDC31c370BKBEvN1cdN_gk9qLPNgFAIvEhO1Ws02biVVzkBbkIWMUovT4XoHjeUZvp-xXMHi0rm1fJ=w122-h92-k-no,Wisata Alam
62,Wisata Pemandian Alam Swembath (Loc: Sweembat),4.4,440,"458J+2P6, Naga Soppa, Kec. Bandar Huluan, Kabupaten Simalungun, Sumatera Utara 21184, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJA1NwJiJ-MTARZlwylhklJJg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npUFDElONejvKdJxxiZ9iBgIOdj4RotL9h01l832GUP-ywVY9IRmF-BDYq-dvxwPBbp80_NabOAJ7KlL0aWfmoLVKFZX6F-SS_pzDlxjaKg7mSaV2TQ249Ty3Z548TG-BeruVuH=w80-h106-k-no,Wisata Alam
63,wisata alam pemandian bahbolon huta bayu Desa Bartong,4.5,87,"desa bartong kec.sipispis, tebing tinggi, Kabupaten Serdang Bedagai, Sumatera Utara 20992, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJvfVCUkd3MTARox2lmYC1N1Y,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrwS8zKTkkNTwGylCssF5m1gtYWzrSXd-lUPJAu1BjyniXBo6K_OyM89qmfH1YBFshaRvE0mqJXK0yzKakEJwoNRuzStyQls0_15cgR6dOBmuyDitat2rS1M6nhUGQkKN9WHFBfIA=w139-h92-k-no,Wisata Alam
64,Ekowisata Mangrove Sicanang,4,417,"QM52+7QR, Jl. Pulau Sicanang, Belawan Pulau Sicanang, Medan Kota Belawan, Kota Medan, Sumatera Utara 20414, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJUYZBrXPSNjAR85zIt-6Bu7c,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTB0qIjdQIt46Y5hMEZTqcX5XxjFpRO_8oQDl_3V-Qxwlfc14Sp3Iwqzuw2xt9MI4qTBVco4Uq-4Hd2FFMCy19O2v3bnn9bGCY9aqTQD1zncFrVxJxc7TuRjMtPWAxWew_nWo=w80-h106-k-no,Wisata Alam
65,Batu Gantung,4.5,688,"MWQF+9P3, Lake Toba, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJO4-1RonrMTARirgjVrXCtcs,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np4SVEbRM6WKXFpVDaHOWDoJYSbziXFNU8N8X3xE9OR12Kw778AEGP0x0hjkt0p6N2xR9CJ7W8-gs-Dm7XrPsvgGSVBWIhqZ6RhVMgTlNJdR5LktOdL_lm3oe_HU_EqDlURWRo=w153-h92-k-no,Wisata Alam
66,Bukit Senyum,4.7,610,"JWPC+8C4, Motung, Kec. Ajibata, Toba, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ-yrxjy3pMTARQ-RYZFg7upU,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLgaWcg5nmXXJpmarPUv2Aq-Bx_3PNspnUn2rU03FZd1ZgPbVt7PlkIQe93hhC8n-8VC2xeliNibuTMHYRsYEAe2FEDN1J5A7YnLkZYbo3UXdaPqvJ7r-e2o2_DXU9G6UZoVI8=w122-h92-k-no,Wisata Alam
67,Aek Sijorni,4.3,3930,"Aek Libung, Kec. Sayur Matinggi, Kabupaten Tapanuli Selatan, Sumatera Utara 22774, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJAQAAAED5KzARnBmY85uvNV8,https://lh3.googleusercontent.com/p/AF1QipPYM4tg4vTJ4MmthPBsZ1PuoaV4169z8pn4t7bh=w122-h92-k-no,Wisata Alam
68,Air Terjun Teroh-Teroh Petar,4.6,131,"Rumah Galuh, Kec. Sei Bingai, Kabupaten Langkat, Sumatera Utara 20771, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ-8pVRxrfMDARGB65xNdwg4E,https://lh3.googleusercontent.com/p/AF1QipNfh1KN_J_NCd2DRrgc-wu-U0LTdQCFmwlIstg3=w92-h92-k-no,Wisata Alam
69,TAHURA (Taman Hutan Raya),4.2,1515,"6G4Q+R35, Dolat Rayat, Dolat Rakyat, Karo Regency, North Sumatra 22152, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ_VVmZyMDMTARfEXsKUurjCg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQvWYV4z-MuGOOzb3WX5ddnwJAXJAMcSp4QufiYS6T92pQULN85AO2U7x2X415w-EwYQBEINmN1EFN7D5YjWvOpUi16Ef_UYm8moa8GqokpX6aV-gPgT3k9cUhJslPEkr8_su0=w80-h106-k-no,Wisata Alam
70,Posko Air Terjun Satu Hati (Tibrena),4.4,782,"7H82+44F, Unnamed Road, Martelu, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJN75UnGAcMTARartssreWHe0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWkygiEPCFfS8EPVt_397iBVDPoipFwPO4L2cvQlEcJg1TQN6qKQ0wfbc9SDTl2cOKwZTW2Xvg1kkPNZgvmm8-i59G2o0ZA6UcMw9wKKyZfQqJzK5uCY21G_JBBi_HLZywdn3rjw=w122-h92-k-no,Wisata Alam
71,Bukit Sipatungan,4.5,27,"CQGV+X8C, Sabulan, Kec. Sitio-Tio, Kabupaten Samosir, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJj2NEHyAhLjARQOY0xQotw-A,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBYLKlHZF8uGRHwF5w5i6NNkp_6gMwdH5zxjNjnvv5CW0_rbc1eDnCxaNftsNstR6Tc9uCXe_x6qTeWZjqJNWQmUKLTTVgxJeN7xxrQ6tkPTQ4oBnIA1osHCIkKWkJDZOXXOGpFA=w163-h92-k-no,Wisata Alam
72,Air Terjun Efrata,4.5,1838,"GJPV+QX4, Sosor Dolok, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJsbkr_erQMTARzesM70KwxUo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjRFROLUMk08PjtvcseDUnrCRZw0NrPRftSPacbOTwnrQbhWiVcuTv9fQgoSCRZ0SBu-c7Y_2xY8E8FChJezEU_JTHrm1qZMqSknB2A-Pj9BQ87rLT2LS3yrzvdlmWui0MluoV=w138-h92-k-no,Wisata Alam
73,Wisata Punden Rejo,4.3,327,"Gg. Benteng, Punden Rejo, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ-YL9vVhJMTAR3v0zXTnivIw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqw4kciGMOrNvqWVJTLN0cYcCEWxM1pLgZWQJoimf56WZROD7hCCZn88G0A00mpau2EGWiQUQOrcLkulBS7FJSpgu_srbxt_oKyHdmQywddPh2Epk1so7USVfajay0tWnK8ZOAjNA=w122-h92-k-no,Wisata Alam
74,Pemandian kampung gunung,4.5,31,"572X+H6, Bandar Rakyat, Kec. Bandar, Kabupaten Simalungun, Sumatera Utara 21184, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJefgJgQrRMzARQlyPIugleRQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGx4bakispZfK87KBEEliRPjoETzjoYtBccfeGbdx27oh9FTt6o5xRQlIwS9I8BzPIufrx9nHtMmQ-EBdSBy8dodRGv5rkOIlsebU0ruuiDrtdEXdn0x7-axyOX0EgvUx1ZBzc=w163-h92-k-no,Wisata Alam
75,T.GARDEN Little Bali in Medan,4.2,1212,"Jati Kesuma, Kec. Namorambe, Kabupaten Deli Serdang, Sumatera Utara 20353, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJFzkJ0JskMTARr9bx-u9LvVU,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8id0lvOP3Cf8PMKlzjcGkCxatkSFvMCXbEloCvgMiC_2baGXEgJaSPNIfLedrd-1m8ViLqSWPwGKNP7NKhtxuEGeiFG6eyiTT37mOmZ2TmDxOBOAJ-q0hASoHbzvX1hAGw3vJ=w80-h106-k-no,Wisata Alam
76,Pemandian Alam Loknya,4.2,92,"7H73+96X, Martelu, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJpyJptGEcMTARu0sajCu5zus,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAkLJDC7NNwI-LNGfcch7wIEG1pVp-x1XgT7xsaGTlTZzJentRugnwqrO5FRhT3n8ZtMnvBf6tCpwjJ8MzpTw6p1tO3dP_EtOgxqywlXFjxmECaR5rppU_nCYjYNoGeHkGRd3HPQ=w163-h92-k-no,Wisata Alam
77,Air Terjun Pelangi Indah,4.2,118,"6M3R+P6J, Tj. Tim., Kec. Sinembah Tj. Muda Hulu, Kabupaten Deli Serdang, Sumatera Utara 20582, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJMQHKWcYPMTARjz9M_edwcxc,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrt46nHUYaH80R9VI0vz5vbj0JiIYVPrguDMt95xi9ToYwFoq5tA6CpX9KK3y5zM1fICnlJwQ5E19TPInsr0mSgXiljMaKE6d0c-8kPDuHCtpbhcBihqfxPRcfAth7925xaXt88dA=w122-h92-k-no,Wisata Alam
78,Air Terjun Siringo,4.5,121,"QHF3+34M, Silalahi III, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJZXy2IMe1MTARk9pM41983fI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nocszBDRDvWUObkb-sUGRs-AjSVYDiF_TZJzrYuCyPcMkCggNVlN78cC0tCaIZb67P6AlvDu478J-kBEtRwfunJvYofawRNZnqMN3d17BE8ZCUlAggI4sFDtAmDtV0y9ynsuLw_=w80-h106-k-no,Wisata Alam
79,Air Terjun Aek Limut,4.4,134,"H86X+262, Jl. Sigura - Gura, Meranti Utara, Kec. Pintu Pohan Merant, Toba, Sumatera Utara 21274, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJmwlzF0cFMjARFRMh9CqwzZw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novVo1ItaWO47FuA_q_6sb1I-Nb_Fk4AMuZfkcIbNYJBoo5FGmqWnJSsH8QvIsh5No73aBtOiYakmWmgAE9Dt5EnIv01DarviThMtnByeyJjRhDzGQYD8IGL6QV8-tDXz3Aq_U-=w122-h92-k-no,Wisata Alam
80,Pemandian Alam Tirta Sayum Sabah,4.4,303,"9J43+893, Bengkurung, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJG87Lc-4YMTARKRfp_cib-FY,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np1EsRgjEnx9FjFjiMrfjIsHmubRjWwVthKzULIoKWpRVkx-G3snHUwmDFDke0HUsvSza6FA5ZfvVycG44gRhkmDYwjMLpa-UmSYQsfZ5peHyD-HD6xwAyjQZIGX56T5anKUnhV=w122-h92-k-no,Wisata Alam
81,Wisata Bunga,4.6,988,"Limau Manis, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJa3WzNuQ5MTARZhuSeRuo4b8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQLAqK192jLfuYox7qLc6gvvnvkHdw7qziNFEYU5OT4SKATGH0RWjTGKadLjw3PtDhU3Z54yuej-J9ktMgb_dvuJ7HN9afS3lgtmyMt-Bi67IaJ4TuLDyQreBZ1PbN-Z7zFbqq=w143-h92-k-no,Wisata Alam
82,Taman Eden 100,4.5,440,"Taman eden 100 Lumbanrang, Ps. Lumban Julu, Kec. Lumban Julu, Toba, Sumatera Utara 22386, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJuRnRlnPwMTARU8j-LqvwRlo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqboWriONne3o2uvyGtad0RnCtduFxp1aBcDdI3rSp36V7WphwDRWl5J6mHrZFLDPnAy1XVJ0-kNtfOLl2HKVC0Uz7aWVmKg5lguNFLKnnpiRalj-zJElpKEvCy7DIBaxS4h-4=w161-h92-k-no,Wisata Alam
83,Sibiobio Adventure Park,4.1,275,"G62G+3P, Huraba, Sibio-Bio, Angkola Timur, Tapanuli Selatan, Sibio-Bio, Kec. Sipirok, Kabupaten Tapanuli Selatan, Sumatera Utara 22733, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJB38caYEfLDARyfTtjwyRF-4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no11V5_cU335aNPqN7mZn4j0w8cU2l1Xtfc7C-0Gxga7soDnTLxpjUrtEhfe36ifIiVyAVmMHhoKh1kQpz-wuG2cLzZzYS3Hl5GzGY0lPAoTE5VkGvPIuup5NEmXcoCiOvlRwK7dA=w163-h92-k-no,Wisata Alam
84,Pemandian Sikabung-kabung,4.5,133,"8GRM+VG, Ujung Deleng, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJFbkCJXEfMTARKB95yD5FBzY,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEqdyxTWXXiMRWUolyCCpz58uDBSdN0PZzc94apeNVS4o7vya38hI9sz-v9mqrdQhksTYKAIgq0G_Rz6AaUNBIQ2Ov6CBuibYBnvGzJPsER_8Kk8iP77JrW6h3YMTUrS6VyV38=w80-h106-k-no,Wisata Alam
85,Wisata alam Efrata,4,24,"GJQV+5X2, Turpuk Malau, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJy9FJkzDRMTARjUX2gL3NOXg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9SNjbrWJ7-VoN1tRW-OvKY7vqqC-VWL6NL_WC3tC8SxMb200XncsCVnd-wdddQ8SE99AFCV1xgfOXzHB2FHUhhjxthDgAUK9ummiZsyROU1v196qMfzTKTfBtQQb3a8XNsPU=w122-h92-k-no,Wisata Alam
86,Ecowisata batu katak,4.3,216,"Dusun Batu katak, Batu Jong Jong, Kec. Bohorok, Kabupaten Langkat, Sumatera Utara 20774, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJZVDb35XAMDAR-oGPQSaIHrg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqi4G3UtmTp9ZqDV8y4tVwgZ3T8VGBuPW6-m9k6YleRsJtxZkJeD0M2T-HNrFBLtKW9uoQ5azjjGiCJ-4_eFNNKVLG7em-gjJRn7klRNMkZ9u1CUAn3BQ_OaGKUmVAxu7_2l1J7=w122-h92-k-no,Wisata Alam
87,Balai Besar Taman Nasional Gunung Leuser,4.4,387,"Jl. Selamat No.137, Sitirejo III, Medan Amplas, Medan City, North Sumatra 20219, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJb89uz2IwMTAR2_YZcXkUK7k,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOufS-FFgVFiQlnKSCKI0bf88pvPfZlrf5Hw98Iw64ai3HOttMD_AkdtGenyLIVPV_swYT0dSKnVoYBPhZpks1ycXHXxCE5Bobo2p5tzbsTEEV-pUWmKHBDJ_3atM_Ck1S2t0=w163-h92-k-no,Wisata Alam
88,Objek wisata sungai 2 Rasa,4.3,44,"6HWX+MRG, Negri Gugung, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJW-u17KkbMTARaGRxhPscNiw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npH3Scl5NWump7YXkMcbyTGu8jHNaD2wstFcqWiXQeDkJOLWpyD7HsHiszI9D-Tw9MtgooU9Am4NazCbNCaHPqkDdPnyXO5pQOkT5pagAUByTF4romywl3lDObHTJi8WLsKgKDCcw=w138-h92-k-no,Wisata Alam
89,Salib Kasih,4.7,761,"2273+FFF, Simorangkir Julu, Kec. Siatas Barita, Kabupaten Tapanuli Utara, Sumatera Utara 22416, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJf9YeESVuLjAR2JMc1Qvvs-Q,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGM6qrFAauGgJuiApUXEKo75SRfSjMQA_A1grsKZVntwY9ulORZgxJY_PFMZMsTv03DeoZ8x7qiWSfxP9mJlfjeVRFmLWpqySxRU8tw9uGKpCLYioAWVU534y6FSkVPYdKOmGsyw=w163-h92-k-no,Wisata Alam
90,Air Terjun Lau Lutih Tanjung Raja,4.3,262,"5M3R+CF6, Jl. Besar Gn. Meriah, Lau Lutih, Tanjung Raja, Central Kuta, Sinembah Tanjung Muda Hulu, Deli Serdang Regency, North Sumatra 20583, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJDYfw5DoPMTARarab-nyN7Ek,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFLViYpo0qz9-RPpVsMhZHhyEcpuNf6xpGxZ0pVogmx1vCIitrVmqmCXF4aTC95IHueapgdMzQoPuLa8-RqPRJSXv1_JtZRkocLQpCLRXqRuARClk1BpJrxNeSV97whiNtc19T4A=w122-h92-k-no,Wisata Alam
91,AIR TERJUN TURUNAN BUHIT (JABEL),4.5,75,"Tonduhan, Kec. Hatonduhan, Kabupaten Simalungun, Sumatera Utara 21181, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJWQqjOAiKMTARxANCEbrgsqw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZTTxjDMJOzEkt1QnLCnfhZVGHdd67cBl64UnX_ZyWZ8nmf8xntoHpgzTeTboObLKNDlUhtG8n10F3xo0Awepi5RYKaREG59rcQvmxQ2fnHpEA0wqqgWDIhqnEmnHELzzMo64=w122-h92-k-no,Wisata Alam
